
============================================================
DEB ORIENTATION OPTIMIZATION LOG
============================================================
Date: 27-May-2026 09:15:31
Metric: rms
K = 7 orientations
Testbed: 1792 positions
Room: 3x3x2 m³
LED: Pt=0.405 W, Φ½=30°, m=4.82
PD: A=2.64e-05 m², FOV=85°
Noise: σ²=3.00e-14 W², N=1000 samples
GA: pop=400, gen=300, parallel=24 workers
============================================================

Starting GA optimization for DEB (K=7)...

Single objective optimization:
14 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              800          0.0103           8.335        0
    2             1180         0.01013           7.697        0
    3             1560        0.009682           8.359        0
    4             1940         0.00784           6.467        0
    5             2320        0.007747           6.684        0
    6             2700        0.007747           4.588        1
    7             3080         0.00772           4.093        0
    8             3460        0.007526           3.648        0
    9             3840        0.007378           2.203        0
   10             4220         0.00727           1.831        0
   11             4600        0.007222           1.277        0
   12             4980        0.007194           1.041        0
   13             5360        0.007138          0.5297        0
   14             5740        0.007112          0.3224        0
   15             6120        0.007059          0.1894        0
   16             6500        0.006968         0.01814        0
   17             6880        0.006897         0.01432        0
   18             7260        0.006858         0.01644        0
   19             7640        0.006847         0.01403        0
   20             8020        0.006816        0.007012        0
   21             8400        0.006777        0.006966        0
   22             8780        0.006759         0.00692        0
   23             9160        0.006715        0.006875        0
   24             9540        0.006701        0.006832        0
   25             9920        0.006678        0.006804        0
   26            10300        0.006645        0.006774        0
   27            10680        0.006623        0.006744        0
   28            11060        0.006608        0.006719        0
   29            11440        0.006584        0.006694        0
   30            11820        0.006554        0.006671        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31            12200        0.006543        0.006645        0
   32            12580         0.00652        0.006621        0
   33            12960        0.006501        0.006599        0
   34            13340        0.006477        0.006578        0
   35            13720        0.006471        0.006558        0
   36            14100        0.006439         0.00654        0
