
============================================================
DEB ORIENTATION OPTIMIZATION LOG
============================================================
Date: 27-May-2026 09:28:16
Metric: rms
K = 9 orientations
Testbed: 1792 positions
Room: 3x3x2 m³
LED: Pt=0.405 W, Φ½=30°, m=4.82
PD: A=2.64e-05 m², FOV=85°
Noise: σ²=3.00e-14 W², N=1000 samples
GA: pop=400, gen=300, parallel=24 workers
============================================================

Starting GA optimization for DEB (K=9)...

Single objective optimization:
18 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              800        0.005161           13.78        0
    2             1180         0.00515           11.33        0
    3             1560        0.004873           8.479        0
    4             1940         0.00466           8.584        0
    5             2320        0.004649           6.973        0
    6             2700        0.004649           5.756        1
    7             3080        0.004649           5.189        2
    8             3460         0.00462           5.782        0
    9             3840        0.004619           5.399        0
   10             4220        0.004606           4.895        0
   11             4600        0.004555           3.898        0
   12             4980         0.00432           2.761        0
   13             5360        0.004269          0.9258        0
   14             5740        0.004237          0.5969        0
   15             6120        0.004229           0.297        0
   16             6500        0.004226          0.2873        0
   17             6880        0.004202          0.1422        0
   18             7260        0.004184        0.005599        0
   19             7640        0.004157        0.005235        0
   20             8020        0.004138        0.004646        0
   21             8400        0.004127         0.00447        0
   22             8780        0.004097        0.004428        0
   23             9160        0.004091        0.004295        0
   24             9540        0.004067        0.004245        0
   25             9920        0.004061        0.004168        0
   26            10300        0.004032        0.004114        0
   27            10680         0.00402        0.004093        0
   28            11060        0.004014        0.004073        0
   29            11440        0.003986        0.004056        0
   30            11820        0.003971        0.004039        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31            12200        0.003966        0.004024        0
   32            12580        0.003957        0.004009        0
   33            12960        0.003945        0.003994        0
   34            13340        0.003917        0.003982        0
   35            13720        0.003911         0.00397        0
   36            14100        0.003907        0.003957        0
   37            14480        0.003899        0.003944        0
   38            14860        0.003881        0.003931        0
   39            15240        0.003865        0.003919        0
   40            15620        0.003851        0.003907        0
